Search,Authors,Article Title,Source Title,DOI,Abstract,Relevant?,Actually considers both food and fuel?,Country Context,Country grouping,Method,Method grouping - uses spatial analysis?,Forest,Forest grouping,,,,,,,
food energy suitability,"Rösch, C; Fakharizadehshirazi, E",The spatial socio-technical potential of agrivoltaics in Germany,RENEWABLE & SUSTAINABLE ENERGY REVIEWS,,"Germany's goal of transitioning to renewable energy by 2045 presents a challenge of increased land-use competition. Agrivoltaics is a promising solution to this dilemma and benefits resilient food production and farmers' income. This study, for the first time, assesses the spatial land-use potential of agrivoltaics in Germany with a socio-technical Geographic Information System based on land use restrictions and suitability criteria. The study investigates small-scale agrivoltaics over suitable crops to enable farmers to benefit from the technology by their integration into high-value agricultural activities. The results show that agrivoltaics over permanent, moderate shade-tolerant and full shade-tolerant crops can achieve 88 % of Germany's PV energy target by 2030. About half of the 0.74 % of the German territory used for these crops has good soil quality, with a Soil Quality Rating over 60. From the small-sized permanent crop area (<2.5 ha) around 11 % is well suited due to favourable solar irradiation, orientation and slope. Most of this potential (79 %) is concentrated in the southern regions of Germany. The results indicate that agrivoltaics over permanent, moderate shade-tolerant and full shade-tolerant crops can contribute to resilient food production in small-scale farm businesses and to the political goal to increase land-based solar energy production. More financial support and further research are needed to identify the obstacles, and better understand stakeholders' perspectives on agrivoltaics and its integration into the landscape.",Y,Y,Germany,Europe,spatial analysis,Yes,Not considered,Not included,,,,,,,
food energy suitability,"Moore, KA; Lobell, DB",Opportunities and Barriers for Agrivoltaics on Tribal Lands,SUSTAINABILITY,,"Recent federal legislation, like the 2021 Infrastructure Investment and Jobs Act and 2022 Inflation Reduction Act, has led to a push for more solar energy on Tribal lands, increasing competition for already limited agricultural land. Agrivoltaics is an innovative technology with the potential to lessen the tradeoffs between agriculture production and solar energy generation. This study investigates the opportunities and barriers for agrivoltaics on Tribal lands through expert qualitative interviews with Tribal agriculture professionals that inform geospatial suitability analysis of physical characteristics. Qualitative results indicate agrivoltaics on Tribal lands could contribute positively to food sovereignty, energy sovereignty, and economic development goals for Tribes; on the other hand, Tribal agriculture professionals have technical, economic, siting, and socioecological concerns that should be addressed through future work. Quantitatively, we find up to 15 million acres of Tribal agricultural land may be feasible for micro-grid agrivoltaics, with 7 million acres in sufficient proximity to existing transmission lines to tie into the grid. The leading states for Tribal agrivoltaics by land area are South Dakota, Montana, and Arizona, each home to Tribes with large land bases and a strong agricultural economy. This work aims to inform Tribal land managers, policymakers, and researchers on the opportunities and barriers for agrivoltaics on Tribal lands.",Y,Y,United States,North America,expert qualitative interviews and Google Earth Engine,Yes,Not considered,Not included,,,,,,,
food energy suitability,"Yu, ZY; Zhang, F; Gao, CZ; Mangi, E; Ali, C",The potential for bioenergy generated on marginal land to offset agricultural greenhouse gas emissions in China,RENEWABLE & SUSTAINABLE ENERGY REVIEWS,,"Rational use of marginal land for cultivation of bioenergy crops is an effective means to solve land use competition and is an important way to reduce greenhouse gas (GHG) emissions and improve energy supply. This study conducted an evaluation of the suitability of marginal land for growing energy crops in China during 1990-2020 using the GIS and multi-factor analysis method and revealed the quantitative relationship between bioenergy produced by marginal land energy crops and carbon reduction potential. The Intergovernmental Panel on Climate Change (IPCC) coefficient method and life cycle method were applied to measure the biofuel yield of the Jatropha curcas and assessed its potential to offset agricultural greenhouse gas emissions. The findings are: (1) The marginal land area available for energy crops in 2020 is 1.63 x 106 km2, which is 8.35 % lower than the area planted in 1990. (2) When the reclamation index is 60 %, all suitable marginal land can be used to grow energy crops, and biofuels can replace 3.31 x 1011 tons of conventional energy. (3) In 2020, agricultural greenhouse gas emissions will be 9.02 x 108 tons, and the potential of bioenergy crop cultivation to offset agricultural greenhouse gas emissions amounts to 4.31 x 108 tons, or 47.88 %. In the future, the pressure of agricultural GHG emission reduction will be further exacerbated by population growth and agricultural land supply, etc. Rational use of marginal land and development of bioenergy crops are effective ways for China to cope with climate change and realize its renewable energy strategy.",Y,Y,China,Other Asia,GIS and multi-factor analysis,Yes,Not considered,Not included,,,,,,,
food energy suitability,"Di Vittorio, AV; Narayan, KB; Patel, P; Calvin, K; Vernon, CR",Doubling protected land area may be inefficient at preserving the extent of undeveloped land and could cause substantial regional shifts in land use,GLOBAL CHANGE BIOLOGY BIOENERGY,,"Projection of land use and land-cover change is highly uncertain yet drives critical estimates of carbon emissions, climate change, and food and bioenergy production. We use new, spatially explicit land availability data in conjunction with a model sensitivity analysis to estimate the effects of additional land protection on land use and land cover. The land availability data include protected land and agricultural suitability and is incorporated into the Moirai land data system for initializing the Global Change Analysis Model. Overall, decreasing land availability is relatively inefficient at preserving undeveloped land while having considerable regional land-use impacts. Current amounts of protected area have little effect on land and crop production estimates, but including the spatial distribution of unsuitable (i.e., unavailable) land dramatically shifts bioenergy production from high northern latitudes to the rest of the world, compared with uniform availability. This highlights the importance of spatial heterogeneity in understanding and managing land change. Approximately doubling the current protected area to emulate a 30% protected area target may avoid land conversion by 2050 of less than half the newly protected extent while reducing bioenergy feedstock land by 10.4% and cropland and grazed pasture by over 3%. Regional bioenergy land may be reduced (increased) by up to 46% (36%), cropland reduced by up to 61%, pasture reduced by up to 100%, and harvested forest reduced by up to 35%. Only a few regions show notable gains in some undeveloped land types of up to 36%. Half of the regions can reach the target using only unsuitable land, which would minimize impacts on agriculture but may not meet conservation goals. Rather than focusing on an area target, a more robust approach may be to carefully select newly protected land to meet well-defined conservation goals while minimizing impacts to agriculture.",Y,Y,Global,Global,"GCAM, no spatial element",No,Considered,Included,,,,,,,
food energy suitability,"Khalaf, KA; Gamil, A; Attiya, B; Cuello, J",Exploring the potential of concentrating solar power technologies for vertical farming in arid regions: The case of Western Iraq,ENERGY FOR SUSTAINABLE DEVELOPMENT,,"Indoor vertical farming can address future food insecurity by reducing land use and environmental dependence positively mitigating the environmental impacts associated with conventional agriculture. However, its high energy consumption and environmental impact raise concerns. This paper explores the use of Concentrating Solar Power (CSP) to power vertical farming in Iraq's arid regions, using abundant solar resources to reduce environmental impact and energy costs. The study evaluates the feasibility and benefits of integrating CSP technologies into sustainable agricultural practices, considering factors like implementation costs, energy production, and water usage. The study utilized the system advisor model (SAM) to carry out the techno-economic assessment by relocating existing commercial CSP plant in Seville, Spain to six Iraqi locations, following a comprehensive technical site assessment. The energy production level, capacity factor (CF), and levelized cost of electricity (LCOE) of the initial Spanish plant were lower than five of the six selected locations. Haditha and Ar Rutbha cities have the highest annual energy output, 123 GWh and 122 GWh, respectively, surpassing Seville's original plant output, which at 110 GWh performed less than Iraq locations. Next, comparisons are made between conventional farming and vertical farming (VF) cultivation. The study focuses on Romaine lettuce as the benchmark crop due to its prevalence in vertical farms and its suitability for arid climates. VF shows the potential to achieve yields between 41 and 68 kg/m2/y, 63 to 104 times higher than conventional farming in Western Iraq. VF's year-round cultivation with artificial lighting results in 83 times greater energy demands, requiring 25 kWh/kg/y. The findings emphasize the potential of CSP technologies to support sustainable agriculture in Iraq's arid regions. These findings demonstrate the possibility of utilizing solar power for sustainable agriculture in Iraq, offering valuable insights for policymakers and stakeholders seeking cost-effective and energy-efficient solutions.",Y,Y,Iraq,Other Asia,"SAM techno-economic analysis, no spatial analysis",No,Not considered,Not included,,,,,,,
food energy suitability,"Dal Prà, A; Dainelli, R; Santoni, M; Lanini, GM; Di Serio, A; Zanotti, D; Greco, A; Ronga, D",Impact of Different Shading Conditions on Processing Tomato Yield and Quality Under Organic Agrivoltaic Systems,HORTICULTURAE,,"Agrivoltaics have emerged as a promising solution to mitigate climate change effects as well as competition for land use between food and energy production. While previous studies have demonstrated the potential of agrivoltaic systems to enhance land productivity, limited research has focused on their impact on specific crops, particularly in organic processing tomatoes. In the present study, a two-year experiment was conducted in northwest Italy to assess the suitability of the agrivoltaic system on processing tomato yield and quality in the organic farming system. In the first growing season, the transplanting of tomato was carried out under the following light conditions: internal control (A1)-inside the tracker rows obtained by removing PV panels; extended agrivoltaic panels-shaded condition with an increased ground coverage ratio (GCR) of 41% (A2); and external control (FL)-full-light conditions outside the tracker rows. The second year of experimentation involved the transplanting of tomato under the following light conditions: internal control (B1); dynamic shading conditions that consist of solar panels in a vertical position until full fruit set (B2); standard agrivoltaic trackers (GCR = 13%, shaded conditions) (B3); and external control (FL). In 2023, the results showed that A2 achieved a total yield of only 24.5% lower than FL, with a marketable yield reduction of just 6.5%, indicating its potential to maintain productivity under shaded conditions. In 2024, B2 management increased marketable yield by 80.6% compared to FL, although it also led to a 46.2% increase in fruit affected by blossom end rot. Moreover, B2 improved nitrogen agronomic efficiency and fruit water productivity by 6.4% while also reducing the incidence of rotten fruit. Our findings highlight that moderate coverage (A2 and B2) can sustain high marketable yields and improve nitrogen use efficiency in different growing seasons.",Y,Y,Italy,Europe,"field experiment, no spatial analysis",No,Not considered,Not included,,,,,,,
food energy suitability,"Farmandeh, E; Choobchian, S; Karami, S",Decoding the water-energy-food nexus: validating indicators amidst climate change and agro-societal shifts,DISCOVER SUSTAINABILITY,,"The Water-Energy-Food Nexus provides a critical framework for optimizing the sustainable use of essential resources in agricultural societies. While numerous tools have been developed to study the Nexus, significant knowledge gaps remain, particularly concerning the validity of indicators that capture the complex interactions among its components. This research seeks to address these gaps by validating key indicators across three critical dimensions: (1) the economic, social, and environmental contexts, along with demographic characteristics that influence the Nexus; (2) climatic parameters that impact the Nexus; and (3) the implications of the Nexus for the development of agricultural societies. To achieve an integrated perspective, this study focuses on identifying and validating the most relevant indicators for assessing trade-offs and synergies among internal and external factors influencing resource management. A sequential mixed-method approach was employed, combining content analysis with survey techniques. The validity and suitability of key components were assessed using the Content Validity Ratio (CVR) and Content Validity Index (CVI). The results culminated in the development of a comprehensive questionnaire comprising 69 validated components across these diverse contexts. The findings reveal that the highest-ranked components include educational infrastructure, access to funding and credit platforms, environmentally sustainable agricultural systems, the impacts of climate change, and the active participation of key stakeholders. Expert panel assessments particularly highlighted the crucial role of economic and climatic factors, emphasizing their significant influence on the sustainability and balanced development of agricultural communities. These results stress the need for integrated development strategies that incorporate the Nexus framework, addressing gaps in indicator validity while promoting sustainable resource management. The study concludes with actionable policy solutions and recommendations to support the effective implementation of these strategies.",Y,Y,None specified,Not specified,"survey techniques, no spatial analysis",No,Not considered,Not included,,,,,,,
food energy suitability,"Laub, M; Pataczek, L; Feuerbacher, A; Zikeli, S; Högy, P",Contrasting yield responses at varying levels of shade suggest different suitability of crops for dual land-use systems: a meta-analysis,AGRONOMY FOR SUSTAINABLE DEVELOPMENT,,"Despite the large body of research surrounding crop growth parameters, there is still a lack of systematic assessments on how harvestable yields of different crop types respond to varying levels of shading. However, with the advent of agrivoltaic systems, a technology that combines energy and food production, shade tolerance of cropping systems is becoming increasingly important. To address this research gap, a meta-analysis with data from two experimental approaches (intercropping and artificial shading with cloths, nets or solar panels) was performed. The aim was to quantitatively assess the susceptibility of different temperate crop types to increasing levels of shading. Crop type specific yield response curves were developed as a function of reduction in solar radiation, estimating relative crop yields compared to the unshaded controls. Only studies that reported reduction in solar radiation and crop yield per area in temperate and subtropical areas were included. The results suggested a nonlinear relationship between achieved crop yields and reduction in solar radiation for all crop types. Most crops tolerate reduced solar radiation up to 15%, showing a less than proportional yield decline. However, significant differences between the response curves of the following crop types existed: Berries, fruits and fruity vegetables benefited from reduction in solar radiation up to 30%. Forages, leafy vegetables, tubers/root crops, and C-3 cereals initially showed less than proportional crop yield loss. In contrast, maize and grain legumes experienced strong crop yield losses even at low shade levels. The results provide a set of initial indicators that may be used in assessing the suitability of crop types for shade systems, and thus for agrivoltaic or other dual land-use systems. Detailed yield response curves, as provided by this study, are valuable tools in optimizing the output of annual crop components in these systems.",Y,Y,EU,Europe,"field experiment, no spatial analysis",No,Not considered,Not included,,,,,,,
food energy suitability,"Rehman, AU; Ijaz, S; Niazi, KAK; Tauqeer, T; Usman, M; Zubair, M; Mehmood, MQ",Towards sustainable Agri-Photovoltaics through system design and viability in Semi-Arid conditions,SOLAR ENERGY,,"Agri Photovoltaic (APV) systems are a key technology offering a coupled solution for both food and energy, which reduces the land requirement while meeting the sustainable development goals. This work presents a design and performance analysis of various APV systems by modelling tilted mono-facial, (tilted and vertical) bifacial, and the single-axis east-west tracking (SAT) photovoltaic (PV) system. A 1.0 MW system has been considered under local meteorological conditions across multiple seasons for semi-arid climate of Lahore, Pakistan. The vertical bifacial (VB) system produces more electricity in the morning and late afternoon, along with its feature of covering minimum space to provide enough clearance for agricultural machinery. The SAT and tilted systems produced peak output of 780 kWh/m2 and 772 kWh/m2 in summer, while in winter their outputs drop to 587 kWh/m2 and 542 kWh/m2, respectively, showing a 19 % seasonal variation in energy generation. The SAT system produces maximum of 134.2 kWh monthly, which is 27.80 % more than that of the VB system, and 21.44 % more than that of the tilted bifacial system. The comparison of tilted mono-facial and bifacial systems result in a bifaciality gain of 8.3 % encouraging the applicability of bifacial technology despite its higher cost compared to mono-facial panels. Moreover, the Ohmic loss is found to be minimum (176 kWh in June) for VB system, while the SAT and mono-facial systems undergoes annual losses up to 3000 kWh under high-power conditions. The suitability of growing crops is validated via the high average Photosynthetically Active Radiation (PAR) value of 450 mu mol/m2/S/Nm throughout 2023, it suffices the lettuce (162-185 mu mol/m2/s) and tomatoes (231-347 mu mol/m2/s) crops. Meanwhile, the APV system implementation has been affirmed to be economically viable based on the comparison of levelized cost of electricity (LCOE) with energy tariff indices of Lahore. In the light of all favored inferences, this work not only proves Lahore and the areas with similar environmental attributes suitable for deployment of APV but also serves as gateway for APV implementation. This study uniquely integrates energy output, LCOE, and crop-specific PAR analysis to evaluate APV feasibility considering its benefits in Lahore while offering a replicable model for similar semi-arid regions.",Y,Y,Pakistan,Other Asia,"performance analysis of physical systems, no spatial analysis",No,Not considered,Not included,,,,,,,
food energy suitability,"Hermelink, MI; Maestrini, B; de Ruijter, FJ",Berry shade tolerance for agrivoltaics systems: A meta-analysis,SCIENTIA HORTICULTURAE,,"Agrivoltaics, i.e. the placement of photovoltaic panels above crops, can contribute to more sustainable energy and food systems. However, the current large knowledge gap on crop yield response to shade is a limiting factor to agrivoltaics development. Berries have been identified as a shade benefitting crop group with a high potential for agrivoltaics, but little is known on their individual crop shade response. We examine the berry crop group more in detail through a meta-analysis of strawberry (Fragaria ananassa), blueberry (Vaccinium sect. Cyanococcus), blackberry (Rubus subg. Rubus), and black currant (Ribes nigrum), to distinguish between individual crops and assess their suitability for agrivoltaics systems. This study provides the first yield response curves of individual berry crops to increasing shade, also distinguishing between different radiation intensity environments. The response curves provide valuable information for the design of agrivoltaics systems and can help in selecting optimal crop and panel density combinations for different locations. We find that low levels of shade are relatively less detrimental to yield than high levels of shade, and that yield response differs significantly between crops and between low and high radiation intensity environments. We conclude that, although generally classified as shade-benefitting in previous literature, not all berries are equally suitable for the shaded conditions in agrivoltaics. Whereas blueberry yield at high radiation intensities can benefit from up to 50 % shade, other berry types are better classified as shade tolerant, enduring up to around 35 % shade without yield loss but declining afterwards.",Y,Y,Non specified,Not specified,"meta analysis, no spatial analysis",No,Not considered,Not included,,,,,,,
food biodiesel suitability,"Leite, JGD; Justino, FB; Silva, JV; Florin, MJ; van Ittersum, MK",Socioeconomic and environmental assessment of biodiesel crops on family farming systems in Brazil,AGRICULTURAL SYSTEMS,,"In Brazil, local agricultural research agendas are increasingly challenged by the search for sustainable biodiesel crop options for family farmers, especially under semi-arid conditions. The aim of this paper is to explore the suitability of different biodiesel crops (i.e. soybean, castor bean and sunflower) through a set of environmental and socioeconomic indicators in a semi-arid (Montes Claros) and a more humid (Chapada Gaucha) municipality in the state of Minas Gerais, southeast Brazil. A technical coefficient generator (TechnoGIN) was used to assess current (maize, beans, soybean and grass seed) and alternative (castor bean and sunflower) crops grown with current and alternative production techniques. The quantification of the inputs and outputs was based on farm surveys, expert knowledge, literature and field experiments. Although castor bean and sunflower are economically competitive with maize in Montes Claros, feed and labour requirements may hinder farmers' adoption. In Chapada Gaucha, the double cropping system soybean/sunflower presented small economic gains when compared to soybean; it also increased nitrogen losses and biocide residues. We conclude that the scope for alternative and sustainable biodiesel crops on family farms is limited. Their economic benefits are small or absent, while their introduction can lead to higher environmental impacts and there may be trade-offs with food and feed availability at the farm level. (C) 2014 Elsevier Ltd. All rights reserved.",Y,Y,Brazil,South America,"surveys, field experiments, literature, no spatial analysis",No,Not considered,Not included,,,,,,,
food biodiesel suitability,"Gesch, RW; Allen, BL; Archer, DW; Jabro, JD; Isbell, TA; Long, DS",Water use and water use efficiency of three Brassicaceae oilseeds under high- and low-yielding environments,CROP SCIENCE,,"Brassicaceae oilseed crops have proven potential as vegetable oil feedstock for biofuels and food uses. However, meeting a growing demand for vegetable oils for food and industrial uses will require identifying oilseed species that are best suited for various growing environments within a particular region. The objective of this study was to compare growth dynamics, seasonal water use (WU), seed yields, and water use efficiency (WUE) of canola (Brassica napus L.), camelina (Camelina sativa L.), and white mustard (Sinapis alba L.) to determine their suitability under three different environments within the northern Great Plains. Comparisons were made among these species over three growing seasons between 2013 and 2016 at Morris, MN; Mandan, ND; and Sidney, MT, situated along a strong precipitation gradient from east to west. Generally, growing season precipitation was similar at Morris and Mandan, but both were considerably greater than at Sidney. Seasonal WU was similar among these oilseed species at Morris and Mandan but was greatest for camelina at the drier Sidney environment. Canola seed yield was the greatest at Morris and had higher WUE than camelina and white mustard. At Mandan and Sidney, canola and camelina had similar seed yields and WUE, which were generally greater than white mustard. Under abundant moisture and low stress (e.g., Morris), seed yield per millimeter of water used could be maximized by growing canola, while in a drier more stressful environment like Sidney, seed yield per millimeter of water used could be maximized by growing camelina. Water use, growth, and seed productivity were evaluated for three Brassicaceae oilseeds. Camelina and mustard were earlier to mature than canola. There was little difference in seasonal water use for the three species at each location. Camelina and canola had similar water use efficiency at two out of three locations.",Y,Y,United States,North America,"field study/survey, no spatial analysis",No,Not considered,Not included,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
